"Viktor Rashnikov,11.2,Russia,steel,195,72,""Magnitogorsk, Russia"",Russia,Married,2,""Bachelor of Science in Engineering, Magnitogorsk Mining and Metallurgical Institute"",True";;
"Harry Triguboff,11.2,Australia,real estate,195,88,""Sydney, Australia"",Australia,Married,2,""Bachelor of Arts/Science, University of Leeds"",True";;
"Leonid Fedun & family,11.1,Russia,oil,197,65,""Moscow, Russia"",Russia,Married,2,""Master of Science, Military Academy F.E.Dzerzhinsky"",True";;
"Eyal Ofer,11.1,Israel,""real estate, shipping"",197,70,""Monte Carlo, Monaco"",Israel,Married,4,,False";;
"Evan Spiegel,11.1,United States,Snapchat,197,30,""Los Angeles, California"",United States,Married,2,""Bachelor of Science, Stanford University"",True";;
"Luis Carlos Sarmiento,11.0,Colombia,banking,200,88,""Bogota, Colombia"",Colombia,Married,5,""Bachelor of Arts/Science, National University of Colombia"",True";;
"Andreas Struengmann & family,11.0,Germany,pharmaceuticals,200,71,""Tegernsee, Germany"",Germany,Married,2,""Medical Doctor, University at Buffalo"",True";;
"Thomas Struengmann & family,11.0,Germany,pharmaceuticals,200,71,""Tegernsee, Germany"",Germany,Married,4,""Master of Business Administration, University of Augsburg";" Master of Business Administration, University of Augsburg"",True";
"Rodolphe Saadé & family,10.9,France,shipping,203,51,""Marseille, France"",France,,,""Bachelor of Arts/Science, Concordia University"",False";;
"Dilip Shanghvi,10.9,India,pharmaceuticals,203,65,""Mumbai, India"",India,Married,2,""Bachelor of Arts/Science, Calcutta University"",True";;
"Tom & Judy Love,10.8,United States,retail & gas stations,205,,""Oklahoma City, Oklahoma"",United States,Married,4,,True";;
"Anthony Pratt,10.8,Australia,manufacturing,205,61,""Melbourne, Australia"",Australia,,2,""Bachelor of Arts/Economics, Monash University"",False";;
"Wang Laisheng,10.8,China,electronics components,205,56,""Shenzhen, China"",China,,,,True";;
"Gianluigi & Rafaela Aponte,10.7,Switzerland,Shipping,208,80,""Geneva, Switzerland"",Switzerland,,2,,True";;
"Wang Laichun,10.7,China,electronics components,208,53,""Shenzhen, China"",China,Married,,""EMBA, Tsinghua University"",True";;
"Chen Jianhua,10.6,China,chemicals,210,50,""Wujiang, China"",China,Married,,""Bachelor of Arts/Science, Nanjing Normal University"",True";;
"Leng Youbin,10.6,China,infant formula,210,52,""Beijing, China"",China,,,""Bachelor of Arts/Science, Northeast Agriculture University";" EMBA, Peking University"",True";
"Charles Schwab,10.6,United States,discount brokerage,210,83,""Woodside, California"",United States,Married,5,""Master of Business Administration, Stanford Graduate School of Business";" Bachelor of Arts/Science, Stanford University"",True";
"Li Zhenguo & family,10.5,China,solar wafers and modules,213,53,""Xi'an, China"",China,Married,,,True";;
"Sunil Mittal & family,10.5,India,telecom,213,63,""Delhi, India"",India,Married,3,""Bachelor of Arts/Science, Punjab University"",True";;
"Melker Schorling & family,10.5,Sweden,investments,213,73,""Stockholm, Sweden"",Sweden,Married,2,""Master of Business Administration, Gothenburg University"",True";;
"Cai Kui,10.4,China,real estate,216,58,""Chengdu, China"",China,Divorced,1,""Bachelor of Arts/Science, Nanjing University of Aeronautics & Astronautics"",True";;
"John Fredriksen,10.4,Cyprus,shipping,216,76,""London, United Kingdom"",Cyprus,Widowed,2,,True";;
"Qi Shi & family,10.4,China,financial information,216,51,""Shanghai, China"",China,,,""EMBA, Fudan University";" Bachelor of Arts/Science, Shanghai Jiaotong University"",True";
"Chase Coleman, III.,10.3,United States,investments,219,45,""New York, New York"",United States,Married,,""Bachelor of Arts/Science, Williams College"",True";;
"Hui Wing Mau,10.3,Hong Kong,real estate,219,70,""Hong Kong, Hong Kong"",Hong Kong,Married,2,""Master of Business Administration, University of South Australia"",True";;
"Edward Johnson, III.,10.3,United States,money management,219,90,""Boston, Massachusetts"",United States,Married,3,""Bachelor of Arts/Science, Harvard University"",False";;
"Liu Hanyuan,10.3,China,agribusiness,219,57,""Chengdu, China"",China,Married,,""Bachelor of Arts/Science, Sichuan University"",True";;
"Larry Xiangdong Chen,10.2,China,education,223,49,""Beijing, China"",China,,,""Ph.D, Renmin University of China"",True";;
"Philip Anschutz,10.1,United States,investments,224,81,""Denver, Colorado"",United States,Married,3,""Bachelor of Arts/Science, University of Kansas"",False";;
"Dietmar Hopp & family,10.1,Germany,software,224,81,""Walldorf, Germany"",Germany,Married,2,""Master of Science, University of Karlsruhe"",True";;
"German Khan,10.1,Russia,""oil, banking, telecom"",224,59,""London, United Kingdom"",Russia,Married,4,""Bachelor of Arts/Science, Moscow Institute of Steel and Alloys"",True";;
"Li Ge,10.1,United States,pharmaceutical ingredients,224,54,""Shanghai, China"",United States,Married,,""Ph.D, Columbia University"",True";;
"Jay Chaudhry,10.0,United States,security software,228,61,""Reno, Nevada"",United States,Married,3,,True";;
Eric Wittouck,10.0,Belgium,investments,228,74,Monaco,Belgium,,,,False;;
"Carl Cook,9.9,United States,medical devices,230,58,""Bloomington, Indiana"",United States,Married,,""Bachelor of Arts/Science, Purdue University";" Master of Business Administration, Tippie School of Management"",False";
"Jan Koum,9.9,United States,WhatsApp,230,45,""Atherton, California"",United States,Single,,""Drop Out, San Jose State University"",True";;
"Herbert Kohler, Jr. & family,9.8,United States,plumbing fixtures,232,82,""Kohler, Wisconsin"",United States,Married,3,""Bachelor of Arts/Science, Yale University"",False";;
"Tobi Lutke,9.8,Canada,e-commerce,232,40,""Ottawa, Canada"",Canada,Married,3,,True";;
"James Dyson,9.7,United Kingdom,vacuums,234,74,""Gloucestershire, United Kingdom"",United Kingdom,Married,3,,True";;
"Mat Ishbia,9.7,United States,★,234,41,""Bloomfield Hills, Michigan"",United States,Divorced,3,""Bachelor of Business Administration, Michigan State University"",False";;
"Savitri Jindal & family,9.7,India,steel,234,71,""Hisar, India"",India,Widowed,9,,False";;
"Friedhelm Loh,9.7,Germany,manufacturing,234,74,""Haiger, Germany"",Germany,Married,3,,False";;
"Iskander Makhmudov,9.7,Russia,""mining, metals, machinery"",234,57,""Moscow, Russia"",Russia,Married,1,""Bachelor of Arts/Science, Tashkent State University"",True";;
"Stefano Pessina,9.7,Italy,drugstores,234,79,""Monte Carlo, Monaco"",Italy,Divorced,2,""Bachelor of Engineering, Politecnico di Milano"",False";;
"Quek Leng Chan,9.7,Malaysia,""banking, property"",234,79,""Kuala Lumpur, Malaysia"",Malaysia,Married,3,""LLB, Middle Temple"",False";;
"Israel Englander,9.6,United States,hedge funds,241,72,""New York, New York"",United States,Married,3,""Bachelor of Arts/Science, New York University"",True";;
"Charles Ergen,9.6,United States,satellite TV,241,68,""Denver, Colorado"",United States,Married,5,""Bachelor of Arts/Science, University of Tennessee Knoxville";" Master of Business Administration, Wake Forest University School of Business"",True";
"Jim Pattison,9.6,Canada,diversified,241,92,""Vancouver, Canada"",Canada,Married,3,,True";;
"Yao Liangsong,9.6,China,furniture,241,56,""Guangzhou, China"",China,,,,True";;
"David Geffen,9.5,United States,""movies, record labels"",245,78,""Beverly Hills, California"",United States,Single,,""Drop Out, The University of Texas at Austin"",True";;
"Yeung Kin-man,9.5,Hong Kong,electronics,245,57,""Hong Kong, Hong Kong"",Hong Kong,Married,,,True";;
"Ding Shizhong & family,9.4,China,sports apparel,247,50,""Quanzhou, China"",China,Married,2,""EMBA, Xiamen University"",True";;
"Harold Hamm & family,9.4,United States,oil & gas,247,75,""Oklahoma City, Oklahoma"",United States,Divorced,5,""Diploma, High School"",True";;
"Jim Kennedy,9.4,United States,""media, automotive"",247,73,""Atlanta, Georgia"",United States,Married,3,""Bachelor of Arts/Science, University of Denver"",False";;
